latitude	longitude	store_name	code	location	imei
58.7002	59.4839	Kachkanar	RU	Asia/Yekaterinburg	863033069630348867
64.5635	39.8302	Severodvinsk	RU	Europe/Moscow	3590433799317662378
-25.42778	-49.27306	Curitiba	BR	America/Sao_Paulo	359043379931766262
14.62578	121.12251	Antipolo	PH	Asia/Manila	863033069630348172
6.15038	6.83042	Nkpor	NG	Africa/Lagos	3590433799317662287
41.94175	123.50266	Hushitai	CN	Asia/Shanghai	3590433799317661065
26.18924	-98.15529	San Juan	US	America/Chicago	3590433799317662030
24.81757	84.63445	Rafiganj	IN	Asia/Kolkata	3590433799317662246
11.15583	42.7125	'Ali Sabieh	DJ	Africa/Djibouti	3590433799317661560
10.29085	105.75635	Sa Dec	VN	Asia/Ho_Chi_Minh	8630330696303482477
54.90083	38.07083	Stupino	RU	Europe/Moscow	359043379931766452
49.41029	38.15035	Svatove	UA	Europe/Zaporozhye	3590433799317662113
58.23583	92.48278	Lesosibirsk	RU	Asia/Krasnoyarsk	359043379931766668
47.92526	-97.03285	Grand Forks	US	America/Chicago	3590433799317661156
34.75856	136.13108	Ueno-ebisumachi	JP	Asia/Tokyo	863033069630348925
40.72586	8.55552	Sassari	IT	Europe/Rome	3590433799317661420
25.87498	86.59611	Saharsa	IN	Asia/Kolkata	3590433799317661776
40.56754	-89.64066	Pekin	US	America/Chicago	3590433799317661933
35.21222	2.31889	Ksar Chellala	DZ	Africa/Algiers	359043379931766700
45.99194	29.41824	Artsyz	UA	Europe/Kyiv	863033069630348545
30.81383	75.16878	Moga	IN	Asia/Kolkata	8630330696303482436
-29.2975	-51.50361	Carlos Barbosa	BR	America/Sao_Paulo	8630330696303481545
60.97944	76.92421	Izluchinsk	RU	Asia/Yekaterinburg	359043379931766775
31.84568	-102.36764	Odessa	US	America/Chicago	3590433799317661883
43.86682	-79.2663	Markham	CA	America/Toronto	863033069630348180
48.90982	2.45012	Bobigny	FR	Europe/Paris	359043379931766197
55.82885	-4.21376	Rutherglen	GB	Europe/London	3590433799317661073
16.75973	-93.11308	Tuxtla	MX	America/Mexico_City	3590433799317662345
-0.35817	42.54536	Kismayo	SO	Africa/Mogadishu	359043379931766981
39.96097	-75.60804	West Chester	US	America/New_York	863033069630348040
58.63667	59.80222	Lesnoy	RU	Asia/Yekaterinburg	359043379931766700
41.6764	-91.58045	Coralville	US	America/Chicago	3590433799317661396
54.48147	53.47103	Oktyabr‚Äôskiy	RU	Asia/Yekaterinburg	3590433799317661180
52.21099	7.02238	Gronau	DE	Europe/Berlin	359043379931766296
-8.99167	125.21972	Maliana	TL	Asia/Dili	863033069630348149
51.39148	-0.29825	Surbiton	GB	Europe/London	863033069630348461
32.9156	-117.14392	Mira Mesa	US	America/Los_Angeles	3590433799317661537
47.4943	-122.24092	Bryn Mawr-Skyway	US	America/Los_Angeles	3590433799317661966
34.77453	-96.67834	Ada	US	America/Chicago	3590433799317661933
45.51667	4.86667	Vienne	FR	Europe/Paris	8630330696303481552
47.48444	36.25361	Polohy	UA	Europe/Zaporozhye	3590433799317661032
34.77453	-96.67834	Ada	US	America/Chicago	8630330696303481115
22.49396	-105.36369	Acaponeta	MX	America/Mazatlan	8630330696303481461
12.25282	79.41727	Gingee	IN	Asia/Kolkata	863033069630348925
38.96372	-76.99081	Chillum	US	America/New_York	8630330696303481487
45.49428	-122.86705	Aloha	US	America/Los_Angeles	863033069630348099
0.03813	36.36339	Nyahururu	KE	Africa/Nairobi	863033069630348958
35.21222	2.31889	Ksar Chellala	DZ	Africa/Algiers	8630330696303482220
36.06523	-119.01677	Porterville	US	America/Los_Angeles	863033069630348453
47.76232	-122.2054	Bothell	US	America/Los_Angeles	3590433799317661701
36.21544	65.93249	Sar-e Pul	AF	Asia/Kabul	359043379931766528
47.38093	-122.23484	Kent	US	America/Los_Angeles	359043379931766494
-28.81833	-52.51028	Soledade	BR	America/Sao_Paulo	863033069630348214
-10.33333	39.28333	Nyangao	TZ	Africa/Dar_es_Salaam	3590433799317661701
36.61954	4.08282	Beni Douala	DZ	Africa/Algiers	8630330696303481677
53.51684	-113.3187	Sherwood Park	CA	America/Edmonton	359043379931766023
49.07866	30.96755	Zvenihorodka	UA	Europe/Kyiv	3590433799317662337
51.03427	5.37429	Houthalen	BE	Europe/Brussels	863033069630348545
37.95143	-91.77127	Rolla	US	America/Chicago	863033069630348818
21.28306	-89.66123	Progreso	MX	America/Merida	8630330696303482063
40.65538	-74.38987	Scotch Plains	US	America/New_York	3590433799317661727
44.59445	11.04979	Castelfranco Emilia	IT	Europe/Rome	359043379931766361
11.93381	79.82979	Puducherry	IN	Asia/Kolkata	8630330696303481768
46.23899	-63.13414	Charlottetown	CA	America/Halifax	863033069630348594
51.40148	-1.32471	Newbury	GB	Europe/London	863033069630348453
43.35071	46.10925	Gudermes	RU	Europe/Moscow	8630330696303482444
52.71083	5.74861	Emmeloord	NL	Europe/Amsterdam	359043379931766551
19.32889	-99.32556	San Lorenzo Acopilco	MX	America/Mexico_City	863033069630348651
8.43333	99.96667	Nakhon Si Thammarat	TH	Asia/Bangkok	863033069630348750
42.7	27.25	Aytos	BG	Europe/Sofia	863033069630348412
37.56667	140.11667	Inawashiro	JP	Asia/Tokyo	359043379931766916
48.90982	2.45012	Bobigny	FR	Europe/Paris	863033069630348099
33.54428	-84.23381	Stockbridge	US	America/New_York	8630330696303481362
38.96372	-76.99081	Chillum	US	America/New_York	863033069630348057
58.23583	92.48278	Lesosibirsk	RU	Asia/Krasnoyarsk	8630330696303482253
-0.35817	42.54536	Kismayo	SO	Africa/Mogadishu	359043379931766932
51.04962	12.1369	Zeitz	DE	Europe/Berlin	863033069630348198
-1.6	103.61667	Jambi City	ID	Asia/Jakarta	863033069630348206
25.66795	85.83636	Dalsingh Sarai	IN	Asia/Kolkata	8630330696303482006
19.64745	-102.04897	Paracho de Verduzco	MX	America/Mexico_City	3590433799317662493
-37.88333	145.06667	Carnegie	AU	Australia/Melbourne	863033069630348370
56.56317	-2.58736	Arbroath	GB	Europe/London	3590433799317661669
41.94175	123.50266	Hushitai	CN	Asia/Shanghai	359043379931766809
28.71271	77.656	Pilkhua	IN	Asia/Kolkata	3590433799317661214
52.4089	31.3237	Dobrush	BY	Europe/Minsk	863033069630348008
38.45598	48.87498	Astara	AZ	Asia/Baku	3590433799317662105
26.2173	-80.22588	North Lauderdale	US	America/New_York	3590433799317661024
41.8542	-87.66561	Lower West Side	US	America/Chicago	863033069630348263
45.75279	130.57211	Boli	CN	Asia/Shanghai	8630330696303481800
41.09822	120.74792	Nanpiao	CN	Asia/Shanghai	863033069630348941
45.43341	-73.86586	Beaconsfield	CA	America/Toronto	8630330696303482030
37.1759	128.9889	T‚Äôaebaek	KR	Asia/Seoul	8630330696303481834
53.46506	-1.47217	Chapletown	GB	Europe/London	863033069630348099
49.952431	15.268654	Kutná Hora	CZ	Europe/Prague	863033069630348990
7.83389	-72.47417	Villa del Rosario	CO	America/Bogota	8630330696303481602
22.98212	-80.58556	Corralillo	CU	America/Havana	359043379931766775
31.20176	29.91582	Alexandria	EG	Africa/Cairo	359043379931766585
48.21644	9.02596	Albstadt	DE	Europe/Berlin	8630330696303481073
50.56149	4.69889	Gembloux	BE	Europe/Brussels	8630330696303481180
-31.25033	-61.4867	Rafaela	AR	America/Argentina/Cordoba	359043379931766080
50.72043	11.34046	Rudolstadt	DE	Europe/Berlin	3590433799317662477
53.51684	-113.3187	Sherwood Park	CA	America/Edmonton	8630330696303481156
-8.05389	-34.88111	Recife	BR	America/Recife	8630330696303481362
49.13645	8.91229	Eppingen	DE	Europe/Berlin	8630330696303481172
43.1009	-75.23266	Utica	US	America/New_York	8630330696303481230
14.62072	74.83554	Sirsi	IN	Asia/Kolkata	863033069630348792
44.92934	37.99117	Krymsk	RU	Europe/Moscow	8630330696303482006
4.73245	-74.26419	Madrid	CO	America/Bogota	3590433799317661586
-4.06667	37.73333	Same	TZ	Africa/Dar_es_Salaam	8630330696303481594
-21.44236	27.46153	Tonota	BW	Africa/Gaborone	863033069630348818
41.09246	45.36561	Qazax	AZ	Asia/Baku	8630330696303481248
54.84444	38.16694	Kashira	RU	Europe/Moscow	3590433799317661651
4.94273	15.87735	Carnot	CF	Africa/Bangui	863033069630348537
31.71667	73.38333	Sangla Hill	PK	Asia/Karachi	863033069630348552
-15.675	-38.94722	Canavieiras	BR	America/Bahia	3590433799317661255
44.73941	-93.12577	Rosemount	US	America/Chicago	863033069630348297
38.40917	112.73333	Xinzhou	CN	Asia/Shanghai	8630330696303481990
47.80527	-122.24064	Bothell West	US	America/Los_Angeles	3590433799317661677
8.35122	-62.64102	Ciudad Guayana	VE	America/Caracas	8630330696303481966
22.10194	85.37752	Barbil	IN	Asia/Kolkata	3590433799317661354
38.45598	48.87498	Astara	AZ	Asia/Baku	359043379931766288
32.5007	-94.74049	Longview	US	America/Chicago	359043379931766957
36.46917	10.78222	Beni Khiar	TN	Africa/Tunis	8630330696303482188
13.70167	-89.10944	Ilopango	SV	America/El_Salvador	359043379931766346
53.53333	-7.35	An Muileann gCearr	IE	Europe/Dublin	863033069630348651
-4.24444	-42.29444	Barras	BR	America/Fortaleza	8630330696303482063
58.04254	65.27258	Tavda	RU	Asia/Yekaterinburg	8630330696303482162
41.55815	-73.0515	Waterbury	US	America/New_York	863033069630348388
38.37255	34.02537	Aksaray	TR	Europe/Istanbul	8630330696303481776
32.50611	120.14278	Jiangyan	CN	Asia/Shanghai	863033069630348594
24.81757	84.63445	Rafiganj	IN	Asia/Kolkata	359043379931766809
53.0233	-1.48119	Belper	GB	Europe/London	3590433799317661222
50.18545	27.06365	Shepetivka	UA	Europe/Kyiv	3590433799317661974
50.8	3.16667	Wevelgem	BE	Europe/Brussels	8630330696303481461
48.90472	2.2469	La Garenne-Colombes	FR	Europe/Paris	8630330696303482212
48.8449	17.22635	Skalica	SK	Europe/Bratislava	359043379931766163
44.92934	37.99117	Krymsk	RU	Europe/Moscow	3590433799317661941
41.6764	-91.58045	Coralville	US	America/Chicago	3590433799317661453
54.84444	38.16694	Kashira	RU	Europe/Moscow	3590433799317661495
40.5576	-74.28459	Woodbridge	US	America/New_York	3590433799317662162
27.85	112.9	Xiangtan	CN	Asia/Shanghai	3590433799317661917
50.82709	6.9747	Wesseling	DE	Europe/Berlin	8630330696303481727
53.43333	-7.95	Athlone	IE	Europe/Dublin	8630330696303481826
34.61667	135.6	Yao	JP	Asia/Tokyo	359043379931766973
45.79377	8.88104	Malnate	IT	Europe/Rome	863033069630348735
41.54566	-71.29144	Middletown	US	America/New_York	359043379931766122
-6.8	39.25	Magomeni	TZ	Africa/Dar_es_Salaam	8630330696303482394
33.41012	-91.06177	Greenville	US	America/Chicago	359043379931766924
40.70995	0.57856	Amposta	ES	Europe/Madrid	863033069630348776
58.1908	40.17171	Danilov	RU	Europe/Moscow	3590433799317661123
53.63333	9.85	Halstenbek	DE	Europe/Berlin	3590433799317661172
-7.73379	113.69785	Besuki	ID	Asia/Jakarta	8630330696303481552
40.65538	-74.38987	Scotch Plains	US	America/New_York	863033069630348859
43.31667	-2.68333	Gernika-Lumo	ES	Europe/Madrid	359043379931766031
30.21121	74.4818	Malaut	IN	Asia/Kolkata	3590433799317661115
35.30889	139.55028	Kamakura	JP	Asia/Tokyo	359043379931766650
43.83125	5.03586	Cavaillon	FR	Europe/Paris	3590433799317661693
33.92946	-116.97725	Beaumont	US	America/Los_Angeles	359043379931766262
3.51667	11.5	Mbalmayo	CM	Africa/Douala	863033069630348404
37.31309	40.74357	Mardin	TR	Europe/Istanbul	3590433799317662485
43.41949	77.0202	Otegen Batyra	KZ	Asia/Almaty	359043379931766403
33.86419	48.26258	Aleshtar	IR	Asia/Tehran	863033069630348792
27.55898	68.21204	Larkana	PK	Asia/Karachi	8630330696303481370
12.35275	121.06761	San Jose	PH	Asia/Manila	8630330696303481198
60.2052	24.6522	Espoo	FI	Europe/Helsinki	8630330696303481966
33.92946	-116.97725	Beaumont	US	America/Los_Angeles	8630330696303482428
19.30157	72.85107	Bhayandar	IN	Asia/Kolkata	8630330696303481859
40.49748	44.7662	Hrazdan	AM	Asia/Yerevan	3590433799317662188
-23.44361	-51.87389	Sarandi	BR	America/Sao_Paulo	863033069630348537
39.57582	-105.11221	Ken Caryl	US	America/Denver	359043379931766676
15.45144	78.14797	Betamcherla	IN	Asia/Kolkata	8630330696303481529
-21.42917	-45.94722	Alfenas	BR	America/Sao_Paulo	3590433799317662303
12.74482	4.52514	Argungu	NG	Africa/Lagos	3590433799317662410
25.75728	75.37991	Deoli	IN	Asia/Kolkata	359043379931766551
-4.16694	-40.7475	Guaraciaba do Norte	BR	America/Fortaleza	8630330696303481289
10.61285	12.19458	Biu	NG	Africa/Lagos	359043379931766361
-33.79176	151.08057	Eastwood	AU	Australia/Sydney	3590433799317661990
7.57944	-8.53778	New Yekepa	LR	Africa/Monrovia	359043379931766577
50.74497	3.20639	Mouscron	BE	Europe/Brussels	8630330696303481479
41.47892	-87.45476	Schererville	US	America/Chicago	359043379931766338
-34.74785	-58.70072	Pontevedra	AR	America/Argentina/Buenos_Aires	3590433799317661453
52.61131	13.31783	Hermsdorf	DE	Europe/Berlin	359043379931766965
39.46667	141.95	Yamada	JP	Asia/Tokyo	359043379931766304
-10.91111	-37.07167	Aracaju	BR	America/Maceio	8630330696303482246
34.15429	3.50309	Messaad	DZ	Africa/Algiers	3590433799317662279
42.50729	1.53414	les Escaldes	AD	Europe/Andorra	8630330696303481958
13.65805	102.56365	Paoy Paet	KH	Asia/Phnom_Penh	8630330696303481065
8.43333	99.96667	Nakhon Si Thammarat	TH	Asia/Bangkok	8630330696303481594
51.03427	5.37429	Houthalen	BE	Europe/Brussels	8630330696303482204
-17.83333	48.41667	Ambatondrazaka	MG	Indian/Antananarivo	863033069630348412
41.27194	123.17306	Liaoyang	CN	Asia/Shanghai	359043379931766361
-16.25	-69.08333	Yunguyo	PE	America/Lima	8630330696303482113
47.92526	-97.03285	Grand Forks	US	America/Chicago	8630330696303481081
46.23899	-63.13414	Charlottetown	CA	America/Halifax	863033069630348578
-20.87306	-48.29694	Viradouro	BR	America/Sao_Paulo	863033069630348743
0.49113	29.47306	Beni	CD	Africa/Lubumbashi	359043379931766015
65.84811	24.14662	Tornio	FI	Europe/Helsinki	359043379931766015
12.97389	123.99333	Sorsogon	PH	Asia/Manila	8630330696303481370
42.55308	-87.93341	Pleasant Prairie	US	America/Chicago	359043379931766759
53.51684	-113.3187	Sherwood Park	CA	America/Edmonton	3590433799317661693
18.00747	-76.78319	New Kingston	JM	America/Jamaica	8630330696303482014
34.25807	-88.70464	Tupelo	US	America/Chicago	8630330696303481925
46.23899	-63.13414	Charlottetown	CA	America/Halifax	863033069630348545
-21.41222	-42.19667	Miracema	BR	America/Sao_Paulo	359043379931766338
50.09019	8.4493	Hofheim am Taunus	DE	Europe/Berlin	863033069630348008
40.65538	-74.38987	Scotch Plains	US	America/New_York	8630330696303482030
41.48199	-81.79819	Lakewood	US	America/New_York	3590433799317662030
-24.19436	29.00974	Mokopane	ZA	Africa/Johannesburg	863033069630348933
6.8485	3.64633	Shagamu	NG	Africa/Lagos	359043379931766155
11.84962	-86.19903	Jinotepe	NI	America/Managua	863033069630348826
50.80904	8.77069	Marburg an der Lahn	DE	Europe/Berlin	8630330696303481156
36.61033	-88.31476	Murray	US	America/Chicago	8630330696303481834
-4.5833	15.16554	Kasangulu	CD	Africa/Kinshasa	8630330696303481107
52.47774	10.5511	Gifhorn	DE	Europe/Berlin	359043379931766460
12.74409	-8.07257	Kati	ML	Africa/Bamako	359043379931766072
23.0072	-82.4017	Boyeros	CU	America/Havana	3590433799317661990
52.59319	13.32127	Wittenau	DE	Europe/Berlin	359043379931766239
3.02013	30.91105	Arua	UG	Africa/Kampala	8630330696303482311
41.91738	3.1631	Palafrugell	ES	Europe/Madrid	3590433799317661479
41.55838	-81.56929	Collinwood	US	America/New_York	8630330696303481024
55.67938	12.53463	Frederiksberg	DK	Europe/Copenhagen	3590433799317661925
-1.26753	116.82887	Balikpapan	ID	Asia/Makassar	863033069630348818
48.8449	17.22635	Skalica	SK	Europe/Bratislava	8630330696303481693
-19.7625	-44.31389	Esmeraldas	BR	America/Sao_Paulo	3590433799317662071
37.73604	-120.93549	Riverbank	US	America/Los_Angeles	8630330696303482188
36.21544	65.93249	Sar-e Pul	AF	Asia/Kabul	3590433799317661321
34.06635	-84.67837	Acworth	US	America/New_York	359043379931766304
41.24255	-82.61573	Norwalk	US	America/New_York	8630330696303481263
39.32288	-76.72803	Woodlawn	US	America/New_York	359043379931766320
11.86064	9.0027	Gaya	NG	Africa/Lagos	3590433799317662022
42.64031	125.51176	Dongfeng	CN	Asia/Shanghai	3590433799317661735
49.820923	18.262524	Ostrava	CZ	Europe/Prague	3590433799317661941
24.96334	10.18003	Ghat	LY	Africa/Tripoli	359043379931766403
38.58894	-89.99038	Fairview Heights	US	America/Chicago	3590433799317661834
51.03427	5.37429	Houthalen	BE	Europe/Brussels	8630330696303481826
31.12406	-97.90308	Copperas Cove	US	America/Chicago	3590433799317661883
43.35071	46.10925	Gudermes	RU	Europe/Moscow	359043379931766718
10.29085	105.75635	Sa Dec	VN	Asia/Ho_Chi_Minh	863033069630348974
4.92675	6.26764	Yenagoa	NG	Africa/Lagos	359043379931766577
51.21187	4.25633	Beveren	BE	Europe/Brussels	3590433799317662402
7.50251	5.06258	Igbara-Odo	NG	Africa/Lagos	359043379931766999
4.88441	101.96857	Gua Musang	MY	Asia/Kuala_Lumpur	3590433799317661685
35.82756	137.95378	Ina	JP	Asia/Tokyo	8630330696303481149
47.38093	-122.23484	Kent	US	America/Los_Angeles	359043379931766288
23.02677	113.13148	Foshan	CN	Asia/Shanghai	359043379931766338
9.6531	124.3697	Jagna	PH	Asia/Manila	8630330696303481271
38.06084	-97.92977	Hutchinson	US	America/Chicago	8630330696303481925
3.51667	11.5	Mbalmayo	CM	Africa/Douala	8630330696303481859
48.975658	14.480255	České Budějovice	CZ	Europe/Prague	863033069630348404
43.1009	-75.23266	Utica	US	America/New_York	359043379931766577
14.64056	104.64992	Kantharalak	TH	Asia/Bangkok	3590433799317662154
-2.90055	-79.00453	Cuenca	EC	America/Guayaquil	359043379931766338
50.23271	12.87117	Karlovy Vary	CZ	Europe/Prague	863033069630348982
-4.83	29.65806	Mwandiga	TZ	Africa/Dar_es_Salaam	8630330696303482188
29.84576	-90.10674	Estelle	US	America/Chicago	8630330696303481503
50.50301	13.63617	Most	CZ	Europe/Prague	3590433799317662253
22.49396	-105.36369	Acaponeta	MX	America/Mazatlan	8630330696303481263
-10.33333	39.28333	Nyangao	TZ	Africa/Dar_es_Salaam	3590433799317662246
51.26	-2.1875	Westbury	GB	Europe/London	8630330696303481776
68.79833	16.54165	Harstad	NO	Europe/Oslo	3590433799317661602
49.97704	9.15214	Aschaffenburg	DE	Europe/Berlin	8630330696303482287
33.95015	-118.03917	South Whittier	US	America/Los_Angeles	8630330696303481537
32.65246	51.67462	Isfahan	IR	Asia/Tehran	8630330696303481800
-22.9	44.53333	Sakaraha	MG	Indian/Antananarivo	8630330696303481230
49.5099	6.74549	Losheim	DE	Europe/Berlin	8630330696303481529
44.75874	19.21437	Bijeljina	BA	Europe/Sarajevo	8630330696303481388
9.92787	-84.13722	San Rafael	CR	America/Costa_Rica	359043379931766734
25.75728	75.37991	Deoli	IN	Asia/Kolkata	8630330696303481420
31.20176	29.91582	Alexandria	EG	Africa/Cairo	3590433799317662006
22.37066	114.10479	Tsuen Wan	HK	Asia/Hong_Kong	3590433799317662246
50.75932	25.34244	Lutsk	UA	Europe/Kyiv	863033069630348503
58.1908	40.17171	Danilov	RU	Europe/Moscow	3590433799317661610
33.43443	-5.22126	Azrou	MA	Africa/Casablanca	359043379931766262
43.2907	5.4384	Marseille 11	FR	Europe/Paris	863033069630348933
46.18396	6.10237	Onex	CH	Europe/Zurich	863033069630348180
18.51957	73.85535	Pune	IN	Asia/Kolkata	3590433799317661529
44.22639	22.53083	Negotin	RS	Europe/Belgrade	3590433799317662238
-21.44236	27.46153	Tonota	BW	Africa/Gaborone	8630330696303482048
51.82721	107.60627	Ulan-Ude	RU	Asia/Irkutsk	3590433799317662436
10.15031	-73.9614	El Copey	CO	America/Bogota	8630330696303481586
-19.65	47.31667	Antanifotsy	MG	Indian/Antananarivo	8630330696303481586
38.10558	-1.86343	Caravaca	ES	Europe/Madrid	3590433799317662188
-20.88231	55.4504	Saint-Denis	RE	Indian/Reunion	359043379931766734
21.53889	71.57737	Gariadhar	IN	Asia/Kolkata	863033069630348867
3.8801	-77.03116	Buenaventura	CO	America/Bogota	3590433799317661313
-10.91722	-37.65	Lagarto	BR	America/Maceio	3590433799317661859
18.00747	-76.78319	New Kingston	JM	America/Jamaica	863033069630348834
40.94065	-73.99681	Dumont	US	America/New_York	863033069630348925
42.97086	-82.42491	Port Huron	US	America/Detroit	8630330696303481610
29.65163	-82.32483	Gainesville	US	America/New_York	863033069630348594
14.64056	104.64992	Kantharalak	TH	Asia/Bangkok	3590433799317661628
50.26729	-119.27337	Vernon	CA	America/Vancouver	359043379931766379
36.21544	65.93249	Sar-e Pul	AF	Asia/Kabul	359043379931766155
8.35122	-62.64102	Ciudad Guayana	VE	America/Caracas	3590433799317662220
40.53123	17.58522	Francavilla Fontana	IT	Europe/Rome	863033069630348552
30.75545	20.22625	Ajdabiya	LY	Africa/Tripoli	359043379931766429
11.12018	76.11996	Manjeri	IN	Asia/Kolkata	8630330696303482089
48.77644	2.29026	Sceaux	FR	Europe/Paris	8630330696303482220
41.16704	-73.20483	Bridgeport	US	America/New_York	863033069630348875
33.14447	47.3799	Darreh Shahr	IR	Asia/Tehran	8630330696303482246
50.88506	4.07601	Denderleeuw	BE	Europe/Brussels	359043379931766239
21.46527	83.97573	Sambalpur	IN	Asia/Kolkata	8630330696303481305
33.92866	-6.90656	Temara	MA	Africa/Casablanca	3590433799317662162
42.50729	1.53414	les Escaldes	AD	Europe/Andorra	3590433799317662436
4.94273	15.87735	Carnot	CF	Africa/Bangui	359043379931766916
42	21.32778	Saraj	MK	Europe/Skopje	359043379931766536
18.00747	-76.78319	New Kingston	JM	America/Jamaica	8630330696303481735
17.54907	82.85749	Elamanchili	IN	Asia/Kolkata	3590433799317661313
38.54491	-121.74052	Davis	US	America/Los_Angeles	3590433799317662196
46.7055	38.2739	Yeysk	RU	Europe/Moscow	3590433799317662170
51.19139	6.51352	Korschenbroich	DE	Europe/Berlin	8630330696303482410
54.90083	38.07083	Stupino	RU	Europe/Moscow	3590433799317661396
50.11861	-5.53715	Penzance	GB	Europe/London	8630330696303482345
39.32011	-76.51552	Rosedale	US	America/New_York	8630330696303481487
56.11281	69.49015	Ishim	RU	Asia/Yekaterinburg	3590433799317661222
3.3285	99.1625	Tebingtinggi	ID	Asia/Jakarta	8630330696303482048
23.1959	86.51499	Kenda	IN	Asia/Kolkata	863033069630348966
11.86064	9.0027	Gaya	NG	Africa/Lagos	3590433799317662048
53.38333	-0.76667	Gainsborough	GB	Europe/London	8630330696303481230
59.33333	18.28333	Boo	SE	Europe/Stockholm	359043379931766999
9.89206	43.38531	Baki	SO	Africa/Mogadishu	863033069630348826
61.72744	17.10558	Hudiksvall	SE	Europe/Stockholm	359043379931766874
20.22816	-103.5687	Zacoalco de Torres	MX	America/Mexico_City	8630330696303481867
-15.675	-38.94722	Canavieiras	BR	America/Bahia	359043379931766221
50.20528	19.27498	Jaworzno	PL	Europe/Warsaw	3590433799317661628
-22.53722	-42.98194	Guapimirim	BR	America/Sao_Paulo	8630330696303482022
53.95278	32.86389	Roslavl‚Äô	RU	Europe/Moscow	3590433799317661719
44.22639	22.53083	Negotin	RS	Europe/Belgrade	359043379931766254
7.06273	-1.4001	Mampong	GH	Africa/Accra	3590433799317662048
24.96334	10.18003	Ghat	LY	Africa/Tripoli	8630330696303481149
21.01858	-101.2591	Guanajuato	MX	America/Mexico_City	8630330696303482436
3.31332	117.59152	Tarakan	ID	Asia/Makassar	3590433799317661610
55.62047	37.49338	Tyoply Stan	RU	Europe/Moscow	3590433799317662287
33.41012	-91.06177	Greenville	US	America/Chicago	8630330696303481677
47.83333	59.6	Shalqar	KZ	Asia/Aqtobe	863033069630348776
25.66795	85.83636	Dalsingh Sarai	IN	Asia/Kolkata	8630330696303482485
42.4251	-71.06616	Malden	US	America/New_York	8630330696303481099
28.98002	77.70636	Meerut	IN	Asia/Kolkata	3590433799317662030
31.12406	-97.90308	Copperas Cove	US	America/Chicago	359043379931766684
18.03496	-66.8499	Yauco	PR	America/Puerto_Rico	359043379931766619
47.38093	-122.23484	Kent	US	America/Los_Angeles	863033069630348388
52.14	5.58472	Barneveld	NL	Europe/Amsterdam	3590433799317661925
8.43333	99.96667	Nakhon Si Thammarat	TH	Asia/Bangkok	8630330696303481412
39.72943	-104.83192	Aurora	US	America/Denver	863033069630348677
39.22493	42.85693	Patnos	TR	Europe/Istanbul	863033069630348719
48.8222	2.12213	Le Chesnay	FR	Europe/Paris	3590433799317662121
48	-4.1	Quimper	FR	Europe/Paris	8630330696303482337
6.8485	3.64633	Shagamu	NG	Africa/Lagos	3590433799317661214
11.50526	77.23826	Sathyamangalam	IN	Asia/Kolkata	8630330696303481685
51.30001	13.10984	Oschatz	DE	Europe/Berlin	8630330696303482063
40.5576	-74.28459	Woodbridge	US	America/New_York	359043379931766353
48.812737	14.317466	Český Krumlov	CZ	Europe/Prague	863033069630348818
34.85	117.33333	Taozhuang	CN	Asia/Shanghai	8630330696303481503
33.35283	-111.78903	Gilbert	US	America/Phoenix	863033069630348412
7.06273	-1.4001	Mampong	GH	Africa/Accra	863033069630348131
42.62833	20.89389	Glogovac	XK	Europe/Belgrade	8630330696303481818
-10.33333	39.28333	Nyangao	TZ	Africa/Dar_es_Salaam	863033069630348123
40.55851	17.80774	Mesagne	IT	Europe/Rome	863033069630348040
41.15376	-87.88754	Bourbonnais	US	America/Chicago	863033069630348156
43.4125	23.225	Montana	BG	Europe/Sofia	359043379931766734
33.92946	-116.97725	Beaumont	US	America/Los_Angeles	863033069630348339
38.45598	48.87498	Astara	AZ	Asia/Baku	8630330696303481552
45.9836	12.70038	Cordenons	IT	Europe/Rome	863033069630348073
12.74482	4.52514	Argungu	NG	Africa/Lagos	8630330696303482204
-17.74431	-48.62789	Caldas Novas	BR	America/Sao_Paulo	863033069630348842
41.14676	-73.49484	New Canaan	US	America/New_York	8630330696303482436
51.65	-0.2	Barnet	GB	Europe/London	8630330696303481255
33.86419	48.26258	Aleshtar	IR	Asia/Tehran	3590433799317661479
3.3285	99.1625	Tebingtinggi	ID	Asia/Jakarta	359043379931766866
-8.73508	24.99798	Kamina	CD	Africa/Lubumbashi	3590433799317661446
36.64852	51.49621	Nowshahr	IR	Asia/Tehran	3590433799317662014
41.41204	2.18247	el Camp de l'Arpa del Clot	ES	Europe/Madrid	8630330696303481883
44.92934	37.99117	Krymsk	RU	Europe/Moscow	359043379931766866
43.61092	3.87723	Montpellier	FR	Europe/Paris	359043379931766262
41.27621	-72.86843	East Haven	US	America/New_York	359043379931766460
13.70727	9.15013	Mirriah	NE	Africa/Niamey	8630330696303482196
58.04254	65.27258	Tavda	RU	Asia/Yekaterinburg	3590433799317662451
-38.16604	145.13643	Frankston South	AU	Australia/Melbourne	8630330696303481719
45.0408	-93.263	Columbia Heights	US	America/Chicago	3590433799317661826
39.33427	-76.43941	Middle River	US	America/New_York	863033069630348263
-22.9	44.53333	Sakaraha	MG	Indian/Antananarivo	8630330696303481909
14.64056	104.64992	Kantharalak	TH	Asia/Bangkok	863033069630348271
-2.68333	33	Usagara	TZ	Africa/Dar_es_Salaam	3590433799317661032
45.99194	29.41824	Artsyz	UA	Europe/Kyiv	359043379931766809
