ts	imei	mwra	c.dogalize	c.android.gm	c.android.chrome	c.android.youtube	c.katana	c.updateassist	c.UCMobile.x86	c.android.vending	c.raider	c.UCMobile.intl
2018-05-05 20:49:00	8630330696303481214	0.00000	13.39576	10.67936	10.69170	7.06991	8.92401	46.09054	46.73294	56.99323	90.57934	58.10999
2018-05-05 20:50:00	8630330696303481321	1.00000	8.69232	8.23072	11.71407	7.78869	9.47759	57.07021	49.35368	44.47047	73.69543	15.58709
2018-05-05 20:51:00	3590433799317661503	1.00000	12.12810	15.97125	13.04138	10.37816	5.26749	48.29559	66.49093	34.87086	52.36332	54.70108
2018-05-05 20:52:00	863033069630348396	0.00000	14.01979	5.93710	8.62593	8.54916	13.07284	54.91635	57.65097	9.69511	68.49933	36.08883
2018-05-05 20:53:00	8630330696303481735	1.00000	13.50830	13.16994	13.76363	9.10530	6.05126	52.96975	54.14653	3.41198	64.97197	6.57391
2018-05-05 20:54:00	3590433799317661883	1.00000	16.22933	13.71046	13.05389	9.11217	8.88960	43.56340	58.45995	43.81208	53.34806	17.30660
2018-05-05 20:55:00	863033069630348917	1.00000	13.45848	9.05686	16.59946	16.21085	8.74970	51.68122	56.49062	75.43319	89.30861	66.83273
2018-05-05 20:56:00	863033069630348800	1.00000	13.67265	14.87521	11.53873	6.65773	7.62896	72.88036	53.97005	12.39714	65.06562	70.54069
2018-05-05 20:57:00	359043379931766361	1.00000	15.54085	12.80324	16.87372	15.96364	11.22572	60.29313	52.72119	62.19019	5.43597	88.41701
2018-05-05 20:58:00	863033069630348602	1.00000	12.21415	7.80457	12.19530	13.21142	9.44988	59.39355	51.74680	86.84411	98.56764	39.66350
2018-05-05 20:59:00	8630330696303481867	1.00000	13.69055	12.90035	13.42970	11.81559	5.83787	38.84114	59.74429	61.58973	44.75198	63.66628
2018-05-05 21:00:00	3590433799317661065	0.00000	12.55857	6.76506	12.92664	9.04964	13.37021	66.31772	57.22363	51.46659	1.40858	91.78384
2018-05-05 21:01:00	359043379931766403	1.00000	12.79416	10.54336	6.41585	7.69029	12.76896	63.08708	64.39485	57.34904	36.91982	39.49232
2018-05-05 21:02:00	8630330696303481693	1.00000	12.78290	13.14304	12.75121	12.31815	11.13524	61.86626	55.90265	18.47999	83.06416	11.60490
2018-05-05 21:03:00	8630330696303481602	1.00000	10.77706	11.25108	12.83720	10.72430	9.89935	62.87728	44.88403	37.93212	14.68263	50.28447
2018-05-05 21:04:00	8630330696303481735	1.00000	10.25974	10.40600	12.58725	13.90786	10.35962	42.57443	56.93217	14.67321	1.11334	16.71514
2018-05-05 21:05:00	8630330696303481909	0.00000	11.70188	7.40626	8.98973	7.44358	11.65357	62.81660	42.33100	64.10013	5.90288	41.68923
2018-05-05 21:06:00	8630330696303481883	1.00000	15.55643	14.98688	16.68772	10.03877	8.85381	74.98154	51.44296	14.29500	85.54403	57.52376
2018-05-05 21:07:00	8630330696303482139	1.00000	12.82622	13.82249	10.44019	10.31505	9.73562	68.27008	39.51124	14.71971	85.68074	18.79070
2018-05-05 21:08:00	8630330696303482253	0.00000	14.41426	6.84765	9.24276	9.01374	16.18162	46.87825	68.71279	70.32222	45.04800	81.68198
2018-05-05 21:09:00	8630330696303481396	1.00000	9.63373	10.80684	9.73503	5.02976	7.64899	52.23304	47.79980	81.70859	33.61453	40.14049
2018-05-05 21:10:00	863033069630348552	1.00000	12.39453	9.73743	13.15753	11.97781	7.28765	46.17633	51.89261	89.47214	70.28460	13.10995
2018-05-05 21:11:00	359043379931766296	0.00000	11.10907	11.37230	7.52309	8.40544	16.29652	84.37857	37.47711	69.38301	31.82734	85.90831
2018-05-05 21:12:00	3590433799317661321	0.00000	13.03134	11.03210	9.68334	6.24239	10.98534	55.80737	80.35895	36.87585	44.29976	32.07047
2018-05-05 21:13:00	3590433799317661354	1.00000	11.66496	12.12393	11.97874	8.44507	7.86333	67.59822	40.13124	63.09289	82.46789	67.56084
2018-05-05 21:14:00	3590433799317662428	1.00000	14.24025	8.94053	10.70032	9.64220	9.40804	40.43917	51.49796	61.11380	30.05987	68.73145
2018-05-05 21:15:00	8630330696303481230	0.00000	13.13154	14.92465	13.21398	10.59281	7.67239	49.90070	62.28356	50.60140	40.09304	7.34087
2018-05-05 21:16:00	3590433799317661933	1.00000	11.50729	10.58420	12.21381	9.36583	10.19768	51.40719	54.21994	6.39531	45.58354	69.93211
2018-05-05 21:17:00	863033069630348271	1.00000	11.50343	11.62833	13.32977	9.88184	10.05679	50.55404	38.19308	6.51758	32.90896	98.94490
2018-05-05 21:18:00	8630330696303481362	1.00000	12.94212	9.48126	9.20161	6.90499	8.96170	51.75704	63.53535	45.32897	16.84408	86.63254
2018-05-05 21:19:00	3590433799317662477	0.00000	13.03933	8.51366	6.88216	9.59213	12.23085	61.75883	28.61514	35.00951	83.27909	97.88553
2018-05-05 21:20:00	863033069630348461	0.00000	16.02623	5.71676	5.93504	8.31106	13.76378	60.75689	45.89280	76.55595	35.16603	8.36704
2018-05-05 21:21:00	359043379931766049	1.00000	15.05637	10.44943	13.35775	12.05187	7.72878	44.43492	33.75744	6.54012	57.89275	48.13051
2018-05-05 21:22:00	8630330696303482154	1.00000	13.34956	11.37042	12.45903	12.78988	11.16252	55.51211	37.76363	40.55660	74.80899	35.52530
2018-05-05 21:23:00	359043379931766429	1.00000	13.94047	11.06375	11.80101	7.32332	11.80958	40.37840	42.82665	49.52776	58.14378	18.00472
2018-05-05 21:24:00	359043379931766478	0.00000	10.12489	10.81657	8.43920	10.19217	12.73093	41.27202	51.65399	98.77850	27.41779	77.97606
2018-05-05 21:25:00	8630330696303481107	1.00000	10.77975	12.52920	10.27442	10.88600	3.80196	44.75482	93.08611	97.81280	52.09423	57.46686
2018-05-05 21:26:00	863033069630348503	1.00000	14.45118	10.45615	11.81627	13.69332	8.73359	71.85756	39.42379	45.80669	98.46327	56.19927
2018-05-05 21:27:00	3590433799317661735	0.00000	10.33373	13.21281	10.59634	8.29305	8.59379	50.16253	79.87341	2.32034	78.45084	87.32377
2018-05-05 21:28:00	3590433799317662246	1.00000	16.45967	7.77002	13.83580	11.17110	6.54629	34.30137	66.54299	20.50580	91.41045	65.25011
2018-05-05 21:29:00	3590433799317661453	1.00000	11.38195	13.54581	12.82579	7.58765	5.13372	57.39443	36.62058	32.18484	30.39640	7.29350
2018-05-05 21:30:00	3590433799317661586	1.00000	8.85278	8.65952	11.61420	14.59238	9.63443	50.34180	68.11873	27.16251	77.06743	33.87465
2018-05-05 21:31:00	3590433799317661412	0.00000	14.23688	11.43424	13.02431	7.77446	14.96305	65.03737	54.04698	38.02386	90.11406	38.07695
2018-05-05 21:32:00	3590433799317662394	0.00000	13.89971	10.72168	8.98727	9.29008	11.28904	37.82827	61.98272	59.40891	95.80443	32.03215
2018-05-05 21:33:00	3590433799317662063	1.00000	15.96405	7.79578	12.82581	12.98510	8.70921	59.99065	47.88098	33.26068	54.61057	80.68422
2018-05-05 21:34:00	8630330696303481347	0.00000	12.54063	5.80849	7.94721	8.27388	13.56752	43.06447	50.33967	68.87242	94.58859	6.00808
2018-05-05 21:35:00	3590433799317661917	1.00000	11.59099	12.58883	12.77312	9.77129	8.37209	64.01950	71.62785	91.29072	6.64732	59.44601
2018-05-05 21:36:00	8630330696303481768	1.00000	13.70159	11.74957	13.31404	6.58901	10.47497	68.36945	33.73879	86.56252	65.08939	63.15485
2018-05-05 21:37:00	863033069630348180	1.00000	15.28560	6.08653	13.76858	11.52203	8.58993	51.82492	79.44901	70.82080	72.03783	6.53686
2018-05-05 21:38:00	359043379931766692	1.00000	12.81562	11.30936	10.52720	9.87029	8.32904	34.84629	46.03499	70.15315	42.87847	73.00327
2018-05-05 21:39:00	8630330696303481339	1.00000	11.39600	10.90897	10.51534	8.87047	9.09078	50.67877	51.79613	49.24736	37.13549	45.67292
2018-05-05 21:40:00	3590433799317661305	1.00000	10.42125	7.20326	10.26687	12.39120	9.61414	25.54223	56.92576	64.83487	98.87663	8.32680
2018-05-05 21:41:00	863033069630348867	0.00000	14.76657	12.60739	8.61118	10.94158	14.10574	42.42520	37.06928	77.30874	84.58430	59.20297
2018-05-05 21:42:00	3590433799317661495	1.00000	14.12009	10.33306	15.48076	13.56238	7.62010	77.93922	67.42178	94.84543	87.87941	85.33158
2018-05-05 21:43:00	8630330696303481719	0.00000	12.56336	13.69928	6.50844	11.33090	9.92759	70.58716	56.22718	24.60780	8.12851	92.68631
2018-05-05 21:44:00	8630330696303482154	1.00000	11.73212	10.89373	13.44900	6.04697	10.67843	49.53767	31.19490	70.65739	18.77673	65.57419
2018-05-05 21:45:00	8630330696303481743	1.00000	16.84564	7.32819	15.74333	12.80674	4.96759	47.99474	86.26797	98.05938	49.52129	4.84605
2018-05-05 21:46:00	8630330696303482337	1.00000	11.59004	14.14154	11.07663	11.00328	7.52117	32.99197	54.05586	68.88067	87.14624	32.50354
2018-05-05 21:47:00	359043379931766593	1.00000	13.81648	11.98678	13.72931	9.83586	10.54024	35.77526	48.54503	94.68575	91.45317	85.98073
2018-05-05 21:48:00	863033069630348271	0.00000	11.47226	10.10642	6.36238	9.21657	10.63759	69.32313	74.30798	78.38901	59.47098	37.53784
2018-05-05 21:49:00	359043379931766759	1.00000	13.62004	11.40920	12.79349	12.18634	9.57855	52.63740	30.60668	58.26856	42.78578	20.63311
2018-05-05 21:50:00	359043379931766569	1.00000	13.17299	9.11609	12.54400	14.75180	10.07794	72.32203	65.92372	36.97733	39.36186	23.09270
2018-05-05 21:51:00	8630330696303481735	1.00000	11.34526	11.46444	13.42747	13.89488	10.06316	53.90850	52.54842	64.62014	45.35766	97.92128
2018-05-05 21:52:00	359043379931766965	1.00000	11.33320	12.90635	13.94315	10.90035	8.17934	69.08042	55.73508	39.40971	56.49048	62.51854
2018-05-05 21:53:00	3590433799317661644	1.00000	17.71396	17.92723	13.46843	9.52300	9.06709	55.66856	33.76308	97.18934	50.10228	25.56709
2018-05-05 21:54:00	8630330696303482089	1.00000	15.67544	10.86096	14.45237	15.95829	8.95639	68.42700	54.43126	54.67608	74.94454	55.61720
2018-05-05 21:55:00	8630330696303481057	1.00000	12.02949	14.28182	13.08963	9.48422	6.74281	53.81552	80.77038	11.66671	68.93346	48.75695
2018-05-05 21:56:00	8630330696303481230	0.00000	15.03760	9.55238	9.66372	7.80660	13.62208	65.89273	44.21008	94.12014	76.29154	64.95546
2018-05-05 21:57:00	3590433799317661560	0.00000	12.55313	10.90111	5.87352	9.01111	13.23848	72.45592	56.37238	99.17625	42.18318	22.72435
2018-05-05 21:58:00	8630330696303482386	1.00000	9.27430	6.51935	8.33893	12.02711	5.84229	55.63407	57.90459	81.25763	50.23808	52.78027
2018-05-05 21:59:00	3590433799317661479	1.00000	16.27534	11.59874	13.98090	13.16075	6.42928	51.45239	67.01537	91.62973	30.32811	19.88787
2018-05-05 22:00:00	359043379931766585	1.00000	15.37004	7.99668	15.75107	8.77098	8.57270	44.85559	55.21432	51.61016	35.27849	95.30823
2018-05-05 22:01:00	3590433799317662188	1.00000	15.80469	6.80086	10.88518	11.42661	8.01381	50.03597	71.58502	79.72885	31.44125	55.49787
2018-05-05 22:02:00	3590433799317662139	1.00000	10.74580	3.46648	10.70605	5.24479	9.08853	43.37166	31.87599	65.35279	55.99835	41.28625
2018-05-05 22:03:00	359043379931766585	1.00000	10.51592	5.42041	14.66645	14.97532	7.05528	69.16315	40.13569	46.83162	38.53153	54.40835
2018-05-05 22:04:00	8630330696303482485	0.00000	14.26683	9.40884	7.46598	9.86144	13.95237	56.73011	50.25650	71.56813	85.74342	17.75488
2018-05-05 22:05:00	863033069630348032	1.00000	9.77329	8.91922	8.57779	9.57120	8.62384	43.80290	60.45668	64.87577	74.22708	11.44685
2018-05-05 22:06:00	359043379931766700	1.00000	12.11681	12.43218	9.96951	13.62976	11.35360	42.63176	54.61857	43.54432	87.67901	47.77168
2018-05-05 22:07:00	8630330696303481065	1.00000	14.73195	14.14341	12.47332	11.19524	9.46730	59.38925	39.97785	9.17917	13.75847	93.82178
2018-05-05 22:08:00	3590433799317661552	1.00000	13.48787	12.02893	13.37409	16.70119	9.40205	52.79688	34.59283	4.86463	75.37289	78.84496
2018-05-05 22:09:00	8630330696303481131	0.00000	9.28166	10.92293	11.74992	16.03937	13.22732	49.38189	37.40396	59.10904	79.55256	47.92391
2018-05-05 22:10:00	3590433799317661347	0.00000	11.73444	6.18780	11.24139	9.86844	8.70930	69.82786	62.01212	62.12910	89.74181	15.65583
2018-05-05 22:11:00	8630330696303481255	0.00000	12.21628	11.81605	9.41661	9.15691	14.30596	37.58696	56.30885	26.84388	50.30244	52.99019
2018-05-05 22:12:00	3590433799317662154	1.00000	11.29516	10.12266	12.31855	9.67932	8.50056	69.49542	77.16494	17.64274	7.77586	92.10550
2018-05-05 22:13:00	863033069630348966	1.00000	14.05706	5.85155	12.19959	12.38795	5.20420	48.03466	52.64795	33.44081	24.12763	41.18405
2018-05-05 22:14:00	863033069630348214	1.00000	11.11597	9.63898	7.75074	9.76457	14.38452	33.90309	49.90959	35.12344	6.81563	2.26346
2018-05-05 22:15:00	359043379931766528	1.00000	14.44557	9.77676	16.31976	13.24913	6.61724	47.55459	75.93158	44.45154	59.13552	94.05922
2018-05-05 22:16:00	863033069630348289	1.00000	10.50228	4.98480	8.84757	8.90657	9.22270	60.85908	45.62860	66.51572	83.44232	94.03534
2018-05-05 22:17:00	3590433799317662154	1.00000	12.88628	15.29744	13.24271	10.81437	8.23643	36.86990	53.43861	22.82744	15.76475	81.74739
2018-05-05 22:18:00	863033069630348974	0.00000	13.08898	7.49737	10.83928	9.50078	11.31084	49.67099	61.40629	37.58764	85.58548	84.36683
2018-05-05 22:19:00	8630330696303482188	0.00000	14.33336	8.33091	15.08533	13.50425	8.52081	55.96912	73.64332	89.89493	89.39243	88.33797
2018-05-05 22:20:00	3590433799317662162	1.00000	9.51084	8.18321	11.58366	13.31783	8.68737	65.47134	61.79345	54.83585	87.18527	98.81647
2018-05-05 22:21:00	359043379931766155	1.00000	12.76341	13.59910	12.70272	9.41723	9.67869	57.12987	57.68444	4.67631	32.94562	55.62422
2018-05-05 22:22:00	8630330696303482204	1.00000	13.93546	9.57013	9.63670	7.31864	9.03445	28.59106	68.73258	41.11535	20.11973	33.45556
2018-05-05 22:23:00	8630330696303482360	0.00000	7.38884	11.66745	11.02483	12.64174	12.67478	43.50214	76.35457	46.31208	89.96277	56.53799
2018-05-05 22:24:00	3590433799317661768	1.00000	10.44081	10.25596	8.73616	7.57320	7.56705	54.72846	63.65765	94.50649	60.41734	52.14553
2018-05-05 22:25:00	359043379931766866	1.00000	10.37225	11.03323	10.17481	13.03949	9.46233	62.33764	37.73002	71.54826	46.72230	26.94646
2018-05-05 22:26:00	3590433799317662410	1.00000	11.89047	10.75819	13.83661	12.22115	11.05838	67.96300	31.69607	87.55586	59.19529	80.35365
2018-05-05 22:27:00	863033069630348651	1.00000	13.13989	11.46158	11.02542	7.94547	8.39950	37.47158	46.24369	14.04564	6.22859	22.82617
2018-05-05 22:28:00	863033069630348263	0.00000	14.85883	8.96458	9.04583	9.26342	11.85614	50.24389	44.37686	13.94722	6.12585	8.40059
2018-05-05 22:29:00	359043379931766882	1.00000	13.71095	10.43786	16.23924	15.29009	7.52764	67.63218	51.95619	28.95318	58.56874	92.51842
2018-05-05 22:30:00	3590433799317661354	0.00000	13.86217	16.14845	11.62475	9.25129	7.13521	34.67908	48.06532	9.65045	33.12820	68.09140
2018-05-05 22:31:00	3590433799317662055	1.00000	14.68155	13.06211	12.43276	12.54143	7.74051	28.10745	38.99404	17.15669	58.07366	73.07006
2018-05-05 22:32:00	8630330696303482220	0.00000	15.78238	6.12261	8.53977	7.85895	13.24737	70.99144	41.40850	69.98364	40.28226	14.30517
2018-05-05 22:33:00	359043379931766247	1.00000	11.61741	9.22238	12.34816	14.47099	11.39641	53.19093	52.85529	88.88150	25.77304	79.08742
2018-05-05 22:34:00	8630330696303481164	0.00000	11.35062	10.71076	7.59448	9.42272	13.73086	40.86824	66.00771	71.91087	55.29956	1.58899
2018-05-05 22:35:00	3590433799317661552	0.00000	10.49035	9.27377	8.66606	9.09189	16.41065	62.94941	59.62807	76.66945	4.30103	46.54060
2018-05-05 22:36:00	863033069630348941	0.00000	12.72338	14.44866	11.65504	7.81916	7.93106	43.11975	49.16804	82.28665	28.02120	11.42246
2018-05-05 22:37:00	3590433799317661792	1.00000	15.56070	13.63989	12.35938	9.17156	10.83218	55.84250	69.28716	47.76478	75.16736	76.36189
2018-05-05 22:38:00	3590433799317662451	1.00000	10.44065	14.13895	13.66375	10.82536	7.60825	66.19436	54.75800	2.18292	74.21667	29.72404
2018-05-05 22:39:00	863033069630348990	1.00000	12.50272	10.63247	9.57244	7.34744	6.54073	57.27559	55.76493	97.46082	2.56401	94.09915
2018-05-05 22:40:00	359043379931766478	1.00000	9.62046	12.10807	15.10960	8.05370	9.45326	38.59908	46.25433	58.34240	60.17284	69.14961
2018-05-05 22:41:00	359043379931766924	1.00000	12.80460	10.04885	14.91601	13.07030	9.06875	56.97007	48.67856	12.10665	38.27984	44.99298
2018-05-05 22:42:00	3590433799317661602	1.00000	11.51449	9.16674	12.90070	9.69407	10.39403	68.37526	79.37215	40.18749	13.00799	6.58637
2018-05-05 22:43:00	863033069630348982	0.00000	13.43838	5.76003	12.68003	13.95892	9.09057	41.90850	65.95456	68.43383	33.15799	67.23804
2018-05-05 22:44:00	3590433799317661347	0.00000	12.34343	11.72678	9.09360	8.84635	15.57810	55.75745	46.36312	93.70385	94.80226	54.14807
2018-05-05 22:45:00	3590433799317661271	0.00000	12.82369	10.02724	10.54972	8.45191	12.53840	46.91128	51.07002	93.76126	32.16514	48.57475
2018-05-05 22:46:00	8630330696303481834	0.00000	9.11551	7.22861	8.54394	7.10649	8.68290	49.20263	48.08040	79.37813	70.31329	12.95947
2018-05-05 22:47:00	3590433799317661040	1.00000	14.29247	12.64490	14.09763	11.64141	11.83022	41.32101	51.11670	50.96240	82.25383	76.69452
2018-05-05 22:48:00	8630330696303482220	1.00000	12.58586	9.83810	9.61202	9.96959	11.76252	33.97159	72.12397	65.47031	6.71266	94.69440
2018-05-05 22:49:00	3590433799317662287	1.00000	7.98462	7.94334	10.60552	11.55656	7.45420	40.34250	36.18323	8.07470	11.01063	42.60593
2018-05-05 22:50:00	8630330696303481255	0.00000	14.35965	8.25757	7.47932	10.79800	12.66470	44.07189	65.26454	81.51157	64.86525	1.14546
2018-05-05 22:51:00	3590433799317662436	1.00000	11.57574	8.08917	10.82766	10.38064	9.22037	45.81854	44.10575	49.79676	9.07870	80.79569
2018-05-05 22:52:00	863033069630348388	0.00000	17.27103	9.88221	14.67469	10.27144	8.28099	52.78705	39.22183	15.42005	15.13348	55.73917
2018-05-05 22:53:00	3590433799317662014	0.00000	15.55463	8.30268	9.76550	7.45100	12.97264	76.51247	50.15565	71.52730	83.53007	66.12176
2018-05-05 22:54:00	8630330696303481362	1.00000	14.03067	9.83810	14.10811	14.24183	9.25065	61.06480	65.32964	5.08541	33.24973	34.17785
2018-05-05 22:55:00	863033069630348768	1.00000	12.97024	8.41613	13.20547	15.32205	5.84064	51.00054	55.52036	48.76309	29.35843	28.49717
2018-05-05 22:56:00	863033069630348214	1.00000	10.65687	13.23910	15.26405	9.52624	8.37289	52.43736	52.33590	4.10694	19.46218	87.19424
2018-05-05 22:57:00	8630330696303482493	1.00000	13.41900	13.15957	13.00024	11.39534	10.92373	67.81215	25.78396	68.40214	95.87636	44.81353
2018-05-05 22:58:00	359043379931766924	1.00000	12.72252	10.26054	10.26274	4.38196	7.46419	36.96053	51.54238	41.65912	59.68787	35.93469
2018-05-05 22:59:00	359043379931766304	1.00000	12.96322	7.88194	10.06831	7.85864	13.46380	36.81161	57.04515	73.76490	83.91473	51.89154
2018-05-05 23:00:00	359043379931766304	1.00000	15.29778	13.40105	15.53988	10.42856	13.03140	71.68542	46.99931	82.35099	32.66274	52.67242
2018-05-05 23:01:00	359043379931766999	1.00000	12.41142	13.85603	16.83405	15.69983	10.73507	45.13459	49.64920	40.98270	56.96711	75.78115
2018-05-05 23:02:00	8630330696303481131	1.00000	12.80198	15.01895	13.31023	10.16665	6.59711	61.19654	60.07626	30.48840	4.73957	74.86553
2018-05-05 23:03:00	3590433799317661339	0.00000	14.04209	11.58813	7.64739	10.16937	10.25885	38.88502	66.18023	40.95941	32.25149	91.09728
2018-05-05 23:04:00	8630330696303482121	1.00000	18.03393	13.86512	13.20692	12.53117	11.68368	37.43801	53.78682	57.57391	53.25159	34.55144
2018-05-05 23:05:00	8630330696303481941	1.00000	15.72061	12.09672	12.97193	12.87865	11.01371	59.99254	80.37564	29.34981	43.67337	69.51392
2018-05-05 23:06:00	3590433799317662147	1.00000	14.23922	12.85584	13.10922	16.05786	8.93497	53.54939	52.60404	76.05479	80.11154	63.93246
2018-05-05 23:07:00	863033069630348701	1.00000	8.91256	9.05757	10.12915	10.63356	9.07242	56.11871	61.03352	84.31961	69.76134	4.45356
2018-05-05 23:08:00	8630330696303482030	1.00000	13.58495	11.64861	10.93455	7.20780	8.46473	69.48409	50.00342	27.51285	59.40717	19.44515
2018-05-05 23:09:00	359043379931766841	1.00000	12.17947	10.54998	14.36871	8.15925	9.58503	50.15136	46.50915	36.45185	39.71386	51.81899
2018-05-05 23:10:00	8630330696303481693	1.00000	16.16337	14.33598	13.84663	11.44474	9.84216	65.69692	59.98391	99.86378	85.25023	44.42721
2018-05-05 23:11:00	863033069630348495	1.00000	17.55913	9.95769	17.42939	14.99794	8.57307	46.96085	60.81528	52.32501	97.60549	94.43945
2018-05-05 23:12:00	863033069630348263	1.00000	13.47547	12.76191	12.82771	7.96378	10.54118	56.33783	49.89947	21.74016	37.07379	14.06625
2018-05-05 23:13:00	863033069630348792	0.00000	12.98017	6.15776	12.13238	11.09709	11.67730	57.73225	55.47267	78.67656	76.65073	59.03721
2018-05-05 23:14:00	8630330696303481412	1.00000	13.17759	13.11618	11.85837	11.63698	8.37205	45.23560	65.65947	90.28391	66.50315	92.68854
2018-05-05 23:15:00	8630330696303481461	1.00000	17.01518	6.84827	13.75946	13.36447	7.32775	38.63509	68.58161	87.53044	53.45942	5.80124
2018-05-05 23:16:00	3590433799317661669	1.00000	12.35190	14.10518	16.15340	8.01843	12.53134	63.36009	32.72859	87.09388	87.51476	55.54777
2018-05-05 23:17:00	359043379931766064	1.00000	9.17249	8.02651	12.52181	16.41297	9.50017	62.53490	58.58898	91.67927	77.83409	79.02237
2018-05-05 23:18:00	8630330696303481263	0.00000	11.08437	8.93666	8.21788	9.32196	11.36691	38.65280	60.45279	97.59302	77.40502	42.72381
2018-05-05 23:19:00	359043379931766049	1.00000	13.11400	10.55428	12.58000	16.02514	11.36803	44.16528	31.06532	27.66242	94.58788	41.10787
2018-05-05 23:20:00	3590433799317662394	1.00000	10.62621	8.43540	15.34649	14.94893	8.64070	27.91576	32.68411	38.53047	43.81023	29.96962
2018-05-05 23:21:00	3590433799317662394	0.00000	10.12906	8.72844	13.20128	10.62269	9.36768	55.36771	50.69855	41.79328	42.97824	48.76070
2018-05-05 23:22:00	863033069630348842	1.00000	11.17689	10.31890	9.04899	6.03435	12.27971	59.50242	32.34707	89.09292	24.56685	52.29087
2018-05-05 23:23:00	863033069630348974	1.00000	13.86095	11.86645	12.86803	10.08210	11.72299	35.40760	44.29373	11.43474	59.05437	24.73941
2018-05-05 23:24:00	359043379931766296	0.00000	13.03252	6.53979	9.97022	7.57355	12.16902	40.36778	63.81049	80.32645	84.11661	79.21511
2018-05-05 23:25:00	8630330696303481461	1.00000	12.55247	8.53295	12.82452	11.31941	7.97807	48.36464	33.22606	90.14188	83.89731	4.50237
2018-05-05 23:26:00	3590433799317661065	0.00000	14.43024	8.50680	7.53544	10.07819	10.65993	72.48041	55.83505	92.13469	92.85002	17.56885
2018-05-05 23:27:00	8630330696303482204	1.00000	13.04210	11.65307	14.85003	15.46040	9.22419	49.32558	46.55039	5.89610	97.21928	50.35070
2018-05-05 23:28:00	863033069630348222	1.00000	9.88050	7.78235	10.33056	14.92540	8.43587	66.23430	52.49517	15.17674	6.17763	2.28329
2018-05-05 23:29:00	359043379931766239	1.00000	14.79339	14.26705	15.60627	13.04805	10.23776	40.57763	38.68402	15.91209	99.53577	53.09577
2018-05-05 23:30:00	3590433799317661222	1.00000	16.10645	12.07944	11.76957	10.49510	11.85406	41.68137	53.83835	18.10993	75.18389	56.94389
2018-05-05 23:31:00	3590433799317662394	0.00000	13.27073	11.56021	6.37702	5.74327	13.98060	46.46041	53.62821	69.76313	66.53853	45.17066
2018-05-05 23:32:00	3590433799317662477	0.00000	13.58144	11.61483	10.86932	8.78139	10.51489	43.18102	46.14557	8.26804	67.42279	3.63329
2018-05-05 23:33:00	3590433799317661644	1.00000	12.24787	14.30909	10.79298	10.42800	6.66428	45.00788	62.83605	90.98300	39.05493	38.97668
2018-05-05 23:34:00	3590433799317661065	1.00000	11.62083	13.10953	11.35536	9.26745	8.85203	55.14675	60.31979	81.25069	46.94651	12.70863
2018-05-05 23:35:00	863033069630348461	1.00000	10.02604	4.05781	8.88449	8.61724	9.14499	65.29880	43.00444	27.37635	72.42822	69.64968
2018-05-05 23:36:00	3590433799317661750	1.00000	15.38640	7.67484	10.61146	12.23792	9.74261	44.50269	60.75298	14.81113	99.01222	34.23987
2018-05-05 23:37:00	8630330696303482220	1.00000	14.45239	11.23424	9.29798	11.72617	11.98164	47.37133	56.10456	0.81353	47.70007	18.94991
2018-05-05 23:38:00	359043379931766981	1.00000	8.55857	11.64909	10.78578	5.57061	11.31239	56.42519	80.98892	8.40637	9.63487	12.68109
2018-05-05 23:39:00	3590433799317661065	1.00000	9.88654	13.30697	11.03566	9.57621	12.74171	48.56832	58.44039	85.61010	22.64966	73.31196
2018-05-05 23:40:00	3590433799317661214	1.00000	13.70177	12.05205	10.63403	5.24807	10.00423	43.04793	56.26110	66.25110	58.34038	65.53315
2018-05-05 23:41:00	3590433799317662204	1.00000	10.91017	10.42757	13.11909	14.31084	8.61268	47.40347	48.72276	41.55489	94.35013	82.69890
2018-05-05 23:42:00	863033069630348289	1.00000	13.30204	13.67035	13.77009	9.04449	7.09083	31.77809	71.12273	44.28603	73.53964	48.05989
2018-05-05 23:43:00	863033069630348768	1.00000	14.28146	12.41035	14.43008	12.42544	9.67259	57.06982	28.62599	74.27177	48.15067	90.92606
2018-05-05 23:44:00	8630330696303481198	1.00000	14.25816	7.25803	10.55527	9.01295	11.96626	47.45541	58.15506	86.04883	40.20372	99.52915
2018-05-05 23:45:00	8630330696303481784	1.00000	10.46390	13.98668	15.43328	11.25258	11.79090	60.62409	57.84240	34.29763	35.42248	9.26538
2018-05-05 23:46:00	863033069630348644	1.00000	14.63920	12.39767	13.11887	10.11401	10.33719	48.95189	62.50805	80.40310	0.33999	92.92832
2018-05-05 23:47:00	863033069630348313	0.00000	9.87234	9.75623	8.29546	12.33115	15.73692	44.84778	56.20409	18.15249	28.95018	60.12063
2018-05-05 23:48:00	863033069630348891	0.00000	9.86389	10.52268	10.97575	6.40499	8.25611	29.80453	53.08411	3.62154	55.48854	53.56738
2018-05-05 23:49:00	863033069630348396	0.00000	10.42683	9.73851	10.53448	11.23648	12.99192	54.15546	50.54299	53.68707	55.09636	34.28527
2018-05-05 23:50:00	3590433799317661206	1.00000	7.62687	8.24648	11.29342	15.81643	8.26252	44.63439	68.64247	44.77069	96.56437	76.16927
2018-05-05 23:51:00	8630330696303481099	1.00000	13.75855	11.13246	13.25857	10.96030	12.01141	71.15909	63.32609	54.18587	32.95705	85.79048
