ts	imei	mwra	p.android.gm	p.android.externalstorage	p.android.documentsui	p.system	p.android.settings	p.android.packageinstaller	p.android.chrome	p.android.defcontainer	p.gms.persistent	p.notifier	p.dogalize	p.inputmethod.latin	p.simulator	p.android.gms	p.android.vending	p.katana	p.process.gapps	p.google	p.olauncher	p.browser.provider
2018-05-05 17:32:00	3590433799317662196	1.00000	10.58656	12.95606	9.98760	16.36845	15.91335	8.29699	8.10635	0.06912	57.38985	46.92024	56.98795	57.93218	59.10213	37.65327	18.13601	48.01093	79.44207	46.49726	39.25175	9.23178
2018-05-05 17:33:00	3590433799317661511	1.00000	9.96881	12.16481	12.68711	13.93532	12.73995	9.02347	9.39168	0.03159	60.38447	58.98696	71.23567	36.38067	36.35038	74.37085	4.09240	53.50148	19.36847	54.27207	46.90664	28.93157
2018-05-05 17:34:00	3590433799317661156	0.00000	9.61617	9.04400	13.06115	13.01495	10.83582	12.56306	11.70371	0.00161	37.76162	50.12501	63.11186	29.81765	30.56927	71.07294	37.93285	13.30496	21.93967	73.43518	15.43520	47.13179
2018-05-05 17:35:00	863033069630348529	0.00000	12.62901	12.55706	12.94900	8.21175	10.89105	12.55521	8.63813	0.04649	56.26070	36.55144	52.32550	75.36356	43.82634	85.53452	13.87308	56.17006	60.95252	68.57427	83.01907	21.99930
2018-05-05 17:36:00	359043379931766999	1.00000	8.12382	12.68364	15.98601	9.78968	9.26620	10.13700	8.57148	0.05267	44.37513	45.90533	55.39050	88.03424	70.27936	6.88966	14.54778	65.38339	18.19907	42.17683	2.02749	30.16936
2018-05-05 17:37:00	3590433799317662360	0.00000	12.61356	10.87556	11.18208	6.46901	10.98207	8.86966	9.44216	0.00894	67.22795	49.30217	71.71621	1.11751	62.41157	22.77122	77.54919	31.59578	6.84028	34.85547	8.90003	33.76390
2018-05-05 17:38:00	863033069630348859	1.00000	9.97194	11.48564	10.23767	14.88908	15.27728	6.46026	8.13807	0.01603	62.66127	47.04772	76.59300	30.06902	20.42849	22.40087	30.85826	67.54297	83.73912	61.92805	17.59123	98.80351
2018-05-05 17:39:00	8630330696303481040	0.00000	10.16609	12.31572	12.72939	13.38505	8.18561	11.75124	15.78137	0.03654	48.57262	53.07438	48.00824	62.64233	80.39892	77.54331	5.43269	62.46320	90.55852	51.05560	14.59101	98.15330
2018-05-05 17:40:00	8630330696303481339	0.00000	9.68223	9.36686	13.51396	10.14328	13.23340	12.80282	6.50985	0.00213	61.15213	45.53726	41.01120	6.66669	67.14646	38.60168	58.99205	3.02720	52.95169	73.72430	70.57301	12.59225
2018-05-05 17:41:00	359043379931766635	1.00000	14.50582	6.68935	7.59867	13.73326	9.03653	10.55091	8.43580	0.00042	45.66300	51.98791	70.94510	47.22469	78.49237	60.34522	19.70315	29.09327	85.90287	87.24440	16.74083	11.45744
2018-05-05 17:42:00	3590433799317662451	0.00000	15.33957	14.67780	12.43868	8.70934	13.78737	11.89301	12.74333	0.38595	48.92258	49.35571	59.22963	46.48937	40.45366	89.39481	16.27607	52.56313	48.37762	86.34638	33.08196	36.69417
2018-05-05 17:43:00	359043379931766270	1.00000	10.95716	14.04272	17.23037	9.67546	10.83367	10.38767	12.23450	0.20454	66.85265	32.87936	60.09721	89.23420	58.67238	23.53687	20.56979	31.24917	30.48507	33.38141	7.72532	55.62261
2018-05-05 17:44:00	3590433799317662162	1.00000	12.85094	10.34955	7.63299	14.47787	11.00006	10.45494	9.84547	0.00528	63.50345	41.78958	54.60422	13.06089	97.75973	76.78238	35.47042	71.11751	8.06925	64.18679	39.77087	24.69025
2018-05-05 17:45:00	3590433799317661719	0.00000	11.17924	10.99760	14.19516	12.28701	8.54627	12.03011	13.20856	0.00999	47.04179	56.38142	65.97701	43.56205	24.13975	12.28609	10.16076	56.60005	18.43342	56.37832	74.17252	6.33433
2018-05-05 17:46:00	863033069630348073	0.00000	10.82063	14.35062	15.12355	6.80174	10.17178	6.96474	10.65735	0.27807	47.43297	58.25447	51.67485	6.57968	41.87772	4.09940	67.85318	40.16814	34.46700	20.65286	87.09283	29.19930
2018-05-05 17:47:00	8630330696303481156	0.00000	10.78132	16.24951	13.00016	15.27818	9.69707	13.94557	11.39118	1.85709	37.14164	53.79730	42.66241	14.18744	8.47008	89.22474	81.43807	18.34868	21.91642	66.71089	49.57898	30.25465
2018-05-05 17:48:00	863033069630348032	1.00000	9.09879	12.70053	10.71492	14.82223	12.69837	10.99730	7.81914	0.05360	71.72103	46.83922	69.32685	99.59245	62.67827	16.70085	67.91537	83.80516	30.07400	91.85517	67.46390	71.91083
2018-05-05 17:49:00	863033069630348024	1.00000	16.00096	8.45978	6.78037	12.29468	7.10994	9.16355	8.16317	0.00118	83.24958	44.92167	81.05870	17.10324	80.67562	61.39827	83.22713	3.38825	77.25144	69.13503	49.59162	70.31625
2018-05-05 17:50:00	359043379931766809	0.00000	10.50790	12.64882	12.10839	12.81256	12.27945	6.75385	10.34047	0.05091	82.23618	48.72544	45.24278	91.46906	30.67258	94.41717	35.86076	20.08064	21.39721	28.70326	30.21214	49.79152
2018-05-05 17:51:00	3590433799317662089	1.00000	10.78557	13.01954	14.14663	11.24866	11.33583	10.05010	12.02115	0.07367	48.40492	65.44381	49.34265	64.44040	70.72617	63.46186	20.74739	59.58398	65.14734	63.84914	86.12541	70.57789
2018-05-05 17:52:00	8630330696303481750	1.00000	8.31142	11.33926	13.50779	11.04948	11.47912	9.11290	10.93167	0.01409	66.87598	35.53044	61.38301	18.58985	46.60768	27.88403	73.50253	82.39366	29.87328	31.88399	36.97447	13.32278
2018-05-05 17:53:00	863033069630348016	0.00000	11.20332	11.86713	6.26113	16.81972	7.59400	9.83480	7.83648	0.02337	39.22179	54.30174	47.67745	78.39071	45.24066	34.66747	14.29699	8.84565	86.36662	58.62897	57.76084	36.65835
2018-05-05 17:54:00	3590433799317662428	0.00000	8.34539	11.75378	13.01562	14.68947	10.12786	12.05640	14.06642	0.02092	33.36492	37.37387	64.76101	29.29755	88.01020	69.41867	29.05268	66.88788	40.34352	59.96549	54.34134	76.45338
2018-05-05 17:55:00	8630330696303481750	0.00000	13.81660	16.03578	12.18089	9.16445	11.83940	13.36540	10.22294	1.49966	54.89851	64.44419	49.61947	53.46168	72.01257	69.84395	86.91435	14.81313	87.78170	90.85455	11.16332	39.31798
2018-05-05 17:56:00	8630330696303481248	1.00000	11.30858	7.61549	8.58021	14.19389	11.60475	9.97776	9.23259	0.00058	65.37709	59.08176	52.64122	51.71160	46.06217	68.69723	37.75698	99.23281	50.60414	23.17352	30.14639	27.70831
2018-05-05 17:57:00	8630330696303481164	1.00000	7.99831	13.51643	15.78795	9.52239	10.13129	6.40059	9.32636	0.12111	65.60238	55.87946	75.13821	97.31225	12.41915	65.86880	66.30545	81.43753	33.98451	11.83990	8.94787	66.28812
2018-05-05 17:58:00	3590433799317661073	1.00000	10.39531	7.26193	8.73150	16.49933	10.92466	10.80397	11.79501	0.00043	53.32977	68.62695	52.95078	72.84704	93.07567	32.66473	23.44606	42.62886	61.67327	39.46766	29.07957	66.91607
2018-05-05 17:59:00	359043379931766973	1.00000	8.83374	15.50484	14.68365	10.73579	10.99580	9.17021	7.12757	0.88223	34.57163	43.18463	60.32209	72.65624	53.79777	88.83781	89.83279	3.30461	86.95187	13.33430	17.77111	92.27646
2018-05-05 18:00:00	359043379931766411	1.00000	12.65112	8.81166	10.78217	11.83775	11.19106	9.18191	10.78810	0.00143	36.63112	69.94742	66.66629	26.13135	51.16016	31.41145	49.79059	22.65221	95.76273	43.44780	27.24349	3.83301
2018-05-05 18:01:00	359043379931766528	0.00000	14.62165	6.83361	10.40044	6.95195	11.59035	4.85721	10.63349	0.00022	68.62424	49.25849	30.42012	39.02686	16.08073	47.61366	28.98246	0.37272	89.40393	79.95626	97.54034	52.82751
2018-05-05 18:02:00	359043379931766908	1.00000	14.48535	10.90850	5.19706	12.32751	9.53827	9.08431	7.29090	0.00898	63.04368	39.47087	49.86311	37.67044	56.45479	98.23427	55.97573	28.30768	55.58400	59.90177	63.93343	94.87363
2018-05-05 18:03:00	3590433799317662105	1.00000	10.10645	12.38550	7.90062	17.95769	12.25533	13.61065	10.47597	0.03934	35.07766	69.28883	57.68101	61.53489	91.03477	20.81062	72.11648	42.93791	93.60945	73.98333	11.84298	37.27197
2018-05-05 18:04:00	359043379931766049	0.00000	7.94937	12.49434	12.46909	12.42922	11.40006	10.14035	8.68751	0.04361	48.83557	59.97918	49.88402	4.80809	47.10372	63.09541	81.81401	66.27299	52.08283	21.43721	11.41184	63.13903
2018-05-05 18:05:00	863033069630348727	0.00000	12.84293	8.97457	11.93125	8.38459	15.50480	9.08455	12.17422	0.00163	38.75058	59.89217	42.76991	50.28243	61.31625	25.57680	3.16240	40.49835	61.49665	50.56393	8.50195	64.80596
2018-05-05 18:06:00	863033069630348677	0.00000	12.22616	12.52967	13.46308	9.33934	10.19025	12.40656	6.88883	0.04519	37.38759	46.52964	52.23534	6.63426	42.47752	43.80119	86.41205	85.41999	71.57306	12.55336	70.61664	21.36950
2018-05-05 18:07:00	359043379931766502	1.00000	11.87701	8.48843	11.26571	13.86215	7.18701	9.45492	8.18321	0.00097	47.26786	46.28392	75.58441	74.89282	34.99201	82.90815	28.61741	23.13085	38.21766	35.15555	21.38651	19.04370
2018-05-05 18:08:00	3590433799317661511	0.00000	13.74405	13.71520	12.67845	10.72600	12.47678	14.89524	7.99701	0.14751	60.62887	38.82587	61.98765	97.33015	30.41699	61.53028	60.61345	26.50812	36.63761	45.47742	8.71783	8.23082
2018-05-05 18:09:00	863033069630348305	1.00000	9.96512	8.39823	14.60006	11.57255	8.98262	7.65994	11.05874	0.00092	55.48170	39.03568	43.60623	5.10417	28.24525	33.15994	95.70689	12.32503	55.88594	38.28248	35.42747	49.47851
2018-05-05 18:10:00	359043379931766320	0.00000	12.56551	11.35400	14.60894	8.90902	11.75797	13.97666	10.44397	0.01413	46.13186	57.18403	57.66424	53.01811	5.97653	1.55899	82.68115	82.21717	79.10200	64.72715	95.91522	20.76515
2018-05-05 18:11:00	8630330696303481735	1.00000	15.22670	8.15401	6.60503	12.81783	7.48364	9.41111	8.39082	0.00086	37.80767	49.25521	45.00647	19.66895	71.21929	69.32374	9.24504	6.64943	71.93395	67.27903	4.95012	10.06352
2018-05-05 18:12:00	359043379931766007	1.00000	10.19782	7.64152	9.67799	14.13600	9.29617	8.67540	10.06585	0.00054	31.79154	56.61014	68.92022	22.54709	23.04680	32.24334	89.73920	7.30270	38.89400	78.81142	95.48485	27.09477
2018-05-05 18:13:00	3590433799317662287	0.00000	9.17809	11.71995	13.38893	10.07315	11.19301	14.22156	11.20593	0.02023	84.81036	48.24347	44.96941	77.71347	33.54692	61.50185	83.18759	72.59255	75.17053	65.12865	41.20672	54.14584
2018-05-05 18:14:00	8630330696303481420	0.00000	11.20530	9.66258	15.64159	14.89059	13.77275	12.53038	10.94774	0.00288	50.17923	49.77188	52.28959	10.47717	46.62992	23.76619	80.22051	19.84018	57.01392	38.31898	83.74636	49.06026
2018-05-05 18:15:00	359043379931766742	1.00000	13.15957	10.74622	8.40183	10.75717	9.42696	7.19054	8.12564	0.00785	51.11662	48.15947	52.65445	34.54695	23.13114	74.94052	21.38510	52.62975	69.00962	34.44793	70.35631	33.25984
2018-05-05 18:16:00	8630330696303482394	1.00000	14.21716	6.08374	12.54085	11.48935	8.05350	10.37330	8.95038	0.00027	35.97381	44.75367	52.85983	69.71531	77.91009	5.77680	2.29138	63.19686	42.03034	73.42489	29.79526	38.29218
2018-05-05 18:17:00	863033069630348313	1.00000	8.18489	9.51855	11.73953	16.02230	10.90015	12.51914	8.43971	0.00244	54.22668	56.99652	47.72184	64.20087	86.26110	88.78105	86.42199	20.67951	78.26438	95.67150	0.55006	49.44793
2018-05-05 18:18:00	3590433799317662444	1.00000	14.41021	8.82602	10.21533	10.77895	7.27003	8.77531	9.30977	0.00117	34.25237	40.23243	49.84051	37.14971	91.36791	64.10968	40.25155	32.07087	32.32713	7.87736	12.31421	62.19160
2018-05-05 18:19:00	8630330696303482030	0.00000	11.66884	6.11150	12.01977	11.84687	10.54997	9.04161	13.01525	0.00018	65.25327	53.52785	61.08102	79.52555	82.78980	34.88696	23.22835	61.25043	79.52754	79.66429	16.55811	61.98401
2018-05-05 18:20:00	863033069630348032	1.00000	8.04364	15.05952	13.57637	12.59678	11.29572	5.66767	10.60746	0.56510	42.35085	41.05074	57.35113	51.17825	54.44643	59.77565	10.30100	3.43700	96.33836	57.96216	4.89258	90.28436
2018-05-05 18:21:00	8630330696303481404	1.00000	8.33045	11.65644	12.09146	15.07654	13.16253	12.46993	8.04111	0.01921	30.62314	46.30391	48.15565	61.96826	67.69418	60.18672	46.45454	1.47070	17.81265	61.04826	42.70269	35.10396
2018-05-05 18:22:00	359043379931766502	1.00000	14.58717	8.24954	7.36259	13.55054	8.49407	10.38531	9.06445	0.00075	59.59150	32.20638	55.61792	43.46841	5.83481	18.81309	33.67707	40.65421	62.89987	72.92563	22.87206	8.76347
2018-05-05 18:23:00	3590433799317661834	1.00000	14.47653	9.36736	5.18961	11.51059	10.98713	4.40526	9.45671	0.00219	54.37093	45.24382	32.65309	76.64120	13.90632	80.69184	30.60841	1.60121	27.54972	46.30509	29.45310	12.27185
2018-05-05 18:24:00	359043379931766031	1.00000	13.54014	15.58964	14.45063	7.72099	12.30540	3.04629	9.12583	0.96019	61.91535	40.85824	43.46674	30.06071	24.42614	66.27657	25.19078	17.02441	9.97973	79.77408	20.48092	68.99375
2018-05-05 18:25:00	863033069630348024	1.00000	9.59644	10.79908	11.48339	13.21613	7.61780	7.28764	9.02504	0.00826	44.64475	71.58669	46.82709	91.71818	86.69878	63.17459	43.83186	33.71629	59.34845	84.82014	20.71769	61.34875
2018-05-05 18:26:00	3590433799317661628	1.00000	10.00525	9.82377	12.22012	10.67251	12.21265	5.05380	8.33574	0.00338	36.37115	29.87498	43.71124	34.23568	5.02898	20.77798	57.90522	49.32109	10.43872	36.44355	57.82576	64.27437
2018-05-05 18:27:00	8630330696303481255	0.00000	11.49451	11.63991	12.94411	9.65555	10.93607	11.65941	8.39921	0.01891	40.75538	64.78446	77.81109	22.93131	39.85914	7.16324	75.76353	19.53197	39.24595	76.94356	17.97027	55.92293
2018-05-05 18:28:00	359043379931766411	1.00000	5.80055	12.76228	12.15230	14.89791	13.52010	11.29416	7.55754	0.05702	37.74477	51.82818	48.99415	54.16117	61.06900	38.36266	47.35260	42.80451	64.40793	59.23710	93.22636	28.77373
2018-05-05 18:29:00	3590433799317661099	0.00000	13.81027	13.02430	13.23616	6.86453	10.82004	14.00983	7.77225	0.07413	57.65311	56.36513	65.60949	17.47161	83.04947	30.08311	14.31057	77.14405	82.41944	81.38280	64.81725	33.73701
2018-05-05 18:30:00	863033069630348768	1.00000	5.96405	12.27982	10.66280	10.84467	11.54582	6.93982	11.09117	0.03522	75.19947	35.67607	54.44053	90.44319	38.10889	50.07814	75.32718	42.09316	9.85286	61.10496	36.80692	93.90087
2018-05-05 18:31:00	8630330696303481065	1.00000	15.37529	6.37172	9.16962	12.71830	8.69256	10.35854	8.80018	0.00027	24.89229	51.09762	41.09335	46.26444	70.21845	36.42534	6.15723	49.32623	84.30390	6.43263	84.32246	44.28805
2018-05-05 18:32:00	863033069630348834	0.00000	10.38889	11.85032	14.91700	12.73687	10.75641	14.72872	7.67345	0.02315	68.11516	65.50631	43.88421	77.36783	91.02875	47.71821	65.89671	20.60687	53.61065	7.15135	86.72993	56.61562
2018-05-05 18:33:00	3590433799317661065	0.00000	7.42800	12.83136	13.01915	12.79652	8.40408	14.03304	11.01380	0.06095	27.08727	55.49847	61.34654	0.62206	82.21477	88.14942	19.48716	3.10080	4.29134	14.37917	0.53410	69.68543
2018-05-05 18:34:00	863033069630348669	1.00000	10.63653	7.19986	9.14409	13.83108	10.82052	9.19913	10.51798	0.00040	50.03908	49.60247	66.40481	40.31614	45.35949	48.92795	11.96548	26.00774	43.08922	39.62603	53.25630	43.21089
2018-05-05 18:35:00	8630330696303481750	0.00000	14.73245	13.35057	15.31508	8.68597	13.19329	13.31167	12.78577	0.10255	76.76519	69.80060	63.04779	13.56606	39.71681	53.57553	34.69022	1.28336	34.26674	67.44999	56.46898	17.51213
2018-05-05 18:36:00	8630330696303482212	1.00000	9.92730	9.96613	9.91536	15.11455	14.42355	8.08189	9.97361	0.00368	43.87134	55.16305	37.59789	90.90269	90.71965	62.49083	10.97404	47.17608	99.28550	28.57386	82.20454	61.12576
2018-05-05 18:37:00	8630330696303482436	0.00000	6.21935	10.62402	10.54635	12.02523	13.82913	11.11460	13.95286	0.00699	42.58574	34.61706	50.44828	63.90284	1.42740	33.26762	30.83894	46.69185	50.27037	44.07047	82.76368	56.98057
2018-05-05 18:38:00	863033069630348040	0.00000	10.04128	9.80459	16.06401	12.20948	12.86286	13.48845	11.23352	0.00320	46.64573	40.14273	51.26146	1.16427	6.99870	44.80113	87.23348	49.66320	24.50745	73.47231	38.50406	76.71876
2018-05-05 18:39:00	3590433799317661925	1.00000	10.19451	11.63244	15.03508	11.88625	11.81634	5.92168	11.99021	0.01852	66.52828	32.45027	45.88041	15.57279	83.90416	96.09829	97.88538	5.91952	22.70218	74.42196	16.13240	9.51858
2018-05-05 18:40:00	3590433799317662204	0.00000	9.03036	12.08019	13.07748	16.72464	10.41543	10.35745	13.27133	0.02891	55.69619	66.86278	33.93535	63.60572	60.62798	82.13150	53.80993	75.95501	88.46495	7.95270	18.86203	77.39040
2018-05-05 18:41:00	8630330696303481248	1.00000	9.68684	13.73519	12.72949	11.01122	13.30918	10.63563	9.64359	0.15037	43.71654	54.05194	38.70398	11.56390	61.37326	76.81275	76.91766	81.62309	44.47426	96.59061	63.72936	45.53630
2018-05-05 18:42:00	359043379931766379	1.00000	13.45421	7.17474	9.69713	14.08534	8.00664	10.34334	7.22102	0.00050	78.78737	60.40930	36.61195	53.75926	13.72894	55.16799	9.34408	63.51799	43.75133	34.50713	9.26773	65.60861
2018-05-05 18:43:00	3590433799317661222	1.00000	14.17040	7.22286	9.73226	10.75937	9.50476	7.73364	10.72444	0.00037	45.26574	40.75928	52.26425	36.32754	45.98522	81.37007	47.42824	54.63176	62.42649	39.55545	96.26444	12.81737
2018-05-05 18:44:00	863033069630348966	1.00000	9.89333	10.03543	14.64708	11.98238	12.57223	12.72400	9.26143	0.00384	53.35119	48.70685	50.10213	49.24811	86.96930	75.10924	89.03832	66.81372	22.16635	69.90416	79.99374	73.03936
2018-05-05 18:45:00	8630330696303481404	1.00000	10.41303	12.56609	12.81652	15.31993	15.51333	11.32852	8.71414	0.04694	47.92009	29.36748	82.18399	21.64359	21.29821	22.73883	96.29429	45.52509	30.75782	8.79285	2.90026	84.15091
2018-05-05 18:46:00	359043379931766163	0.00000	14.10977	13.32091	13.88256	8.88144	10.67691	14.31844	10.04659	0.09941	65.22079	41.09779	45.25298	91.66410	47.67872	17.71596	53.12080	85.38793	92.26984	32.77683	61.51411	30.96503
2018-05-05 18:47:00	3590433799317662485	1.00000	15.46666	9.44422	7.64244	12.73081	8.09415	10.85791	7.98019	0.00230	70.13022	56.64820	40.75162	10.19820	26.55450	85.09085	8.72316	8.63934	15.09359	5.30024	15.10473	43.61652
2018-05-05 18:48:00	359043379931766940	1.00000	14.98785	10.58012	9.22988	10.93259	7.04919	7.24615	7.43280	0.00665	70.13343	28.22501	56.17188	6.39180	44.39339	88.29495	58.12720	95.54694	19.60286	68.32922	29.02706	45.81968
2018-05-05 18:49:00	3590433799317661214	1.00000	17.44446	8.84809	8.13521	11.74368	7.65692	11.45332	6.35623	0.00144	38.41065	34.10361	50.85283	95.47927	88.02692	27.15564	54.54321	19.63164	31.07007	83.22742	96.88866	61.55497
2018-05-05 18:50:00	863033069630348099	0.00000	8.29970	12.22035	10.88467	12.72083	9.10873	10.37936	13.87675	0.03326	39.81896	31.57494	56.56427	97.47643	11.59082	87.91189	63.72335	49.80321	27.53797	48.35266	49.40498	65.92005
2018-05-05 18:51:00	359043379931766445	1.00000	15.68896	10.88743	5.61727	11.85224	11.51771	11.89025	8.22464	0.00913	69.71005	53.25939	52.09360	75.58073	14.87119	52.66685	61.08019	21.52584	57.91944	40.03499	41.35634	73.26652
2018-05-05 18:52:00	863033069630348503	0.00000	9.41490	11.03122	11.68891	15.19158	9.11194	12.30290	9.76779	0.01025	58.59692	39.83253	56.71661	9.88925	68.25885	62.77690	9.68800	84.60646	78.57881	57.73806	44.82006	86.03082
2018-05-05 18:53:00	3590433799317661263	0.00000	10.09983	10.51503	12.40150	11.66597	11.98915	10.97139	7.06803	0.00626	69.31264	33.02401	49.08439	18.47196	40.20999	87.10978	17.05998	72.47884	29.68224	84.61727	92.24201	40.10283
2018-05-05 18:54:00	3590433799317661248	0.00000	10.07727	11.44198	14.60372	12.61900	9.44190	12.05242	15.64070	0.01524	67.29845	43.97840	36.11438	20.01171	95.22071	25.79612	45.99574	95.20052	80.35269	91.98864	41.39643	31.63298
2018-05-05 18:55:00	3590433799317662360	1.00000	7.62972	10.45225	12.42002	13.28652	13.63314	10.71213	8.84193	0.00589	54.24512	84.05941	46.15069	37.65579	16.53959	84.31076	31.51978	89.66497	16.57140	76.64250	24.54595	87.47303
2018-05-05 18:56:00	8630330696303481610	0.00000	14.55244	12.56098	14.53295	6.46429	6.21456	11.00991	11.74969	0.04668	39.33462	22.52940	45.29273	58.44588	62.81367	7.91786	82.85786	26.50103	7.73284	1.01442	60.10081	77.88662
2018-05-05 18:57:00	863033069630348891	1.00000	9.59605	16.31041	11.31967	12.99794	13.50291	4.45244	10.84898	1.97368	53.34857	62.11833	26.81047	41.59202	56.56040	66.34605	53.80186	89.17535	14.23570	5.85057	62.87527	90.38049
2018-05-05 18:58:00	3590433799317661545	1.00000	11.83144	8.50856	7.67202	16.22673	9.22617	11.94095	9.36929	0.00114	52.68726	44.84412	58.64465	41.64333	72.75814	17.59354	69.37020	0.20684	93.10288	59.01227	1.58592	12.04558
2018-05-05 18:59:00	3590433799317661248	0.00000	9.97588	8.96977	11.68962	15.60867	12.25353	10.33460	9.27996	0.00152	42.40519	59.23259	70.86708	15.59829	99.55939	25.42912	49.51465	9.60812	26.37495	64.51933	52.11334	70.60720
2018-05-05 19:00:00	359043379931766171	0.00000	14.16124	14.25435	11.34657	12.07275	11.80180	14.45212	8.07073	0.25267	68.22292	36.51314	74.54504	79.37003	55.09955	45.02241	53.95369	42.37738	16.96982	41.64318	61.56951	68.15181
2018-05-05 19:01:00	3590433799317662253	0.00000	14.79631	14.78361	13.29695	6.84565	14.51550	13.12539	11.88079	0.42892	64.56709	49.78850	48.17620	2.05805	13.50552	20.84626	15.31044	50.94137	93.00784	7.90463	86.55446	77.25098
2018-05-05 19:02:00	359043379931766098	0.00000	6.80373	12.44953	11.77842	13.59746	8.06507	9.62894	14.43171	0.04171	24.81679	47.15940	66.04444	1.14779	8.47919	92.24432	79.74363	93.43319	98.20407	25.77127	31.16040	64.95036
2018-05-05 19:03:00	8630330696303481503	1.00000	10.82640	15.01872	14.45171	11.92851	11.00682	7.26085	17.00761	0.54257	40.31514	38.83222	67.70104	36.96844	54.45537	81.32958	35.85175	61.10753	1.92384	19.62796	93.95140	40.56037
2018-05-05 19:04:00	8630330696303481594	1.00000	14.29990	7.52806	9.09840	13.74301	10.88019	13.45823	8.24023	0.00049	48.81870	60.75140	48.04210	45.09709	40.41997	8.70976	63.72857	29.64514	0.47194	33.39962	71.80084	34.25115
2018-05-05 19:05:00	3590433799317661107	1.00000	14.12248	7.25370	8.10148	12.19927	6.77801	6.87740	7.80738	0.00041	32.60963	60.03455	55.29711	73.86361	47.15536	87.75820	66.44756	39.14004	42.31449	18.81966	13.57414	52.76171
2018-05-05 19:06:00	863033069630348172	1.00000	8.37033	11.86837	14.91685	8.25953	9.22170	8.15630	11.14026	0.02344	49.59371	59.38358	51.83294	9.85361	49.20800	68.52599	3.23937	89.27644	8.48985	96.52149	78.10693	23.97627
2018-05-05 19:07:00	863033069630348255	0.00000	11.26877	11.29481	12.88449	8.40294	12.12065	13.32314	7.31793	0.01326	46.04465	53.28658	42.83196	68.53458	47.03080	29.36256	2.60870	98.20065	42.26644	78.30129	65.26415	51.99341
2018-05-05 19:08:00	8630330696303481347	1.00000	9.24927	15.82572	16.16191	9.40579	8.68204	7.17673	9.29287	1.21568	69.77510	43.86140	25.69758	47.39102	65.40584	52.99630	30.88955	34.10345	72.43428	20.95667	29.23523	0.22483
2018-05-05 19:09:00	3590433799317661800	1.00000	12.27644	12.63703	13.58223	8.36187	9.26823	10.76259	9.41459	0.05044	43.37283	62.28196	75.70509	75.69836	95.77262	69.10300	8.47938	66.47028	32.93644	16.37765	17.61409	94.29682
2018-05-05 19:10:00	3590433799317662048	0.00000	13.63338	14.86314	11.33987	10.29504	12.57560	14.00652	8.40596	0.46437	42.42631	62.91762	36.93170	17.55216	62.38753	13.27776	37.00503	79.74002	27.90015	32.67097	92.64254	4.79896
2018-05-05 19:11:00	8630330696303481545	1.00000	12.42196	9.82690	7.77515	13.03104	7.95820	6.25082	6.53665	0.00325	44.63933	51.40211	50.42863	66.60780	93.10987	27.90687	86.58765	53.70864	5.43815	53.43355	65.33850	19.23779
2018-05-05 19:12:00	8630330696303481073	0.00000	13.85073	14.59503	11.42299	7.45434	12.21429	9.78882	9.26856	0.35524	59.27299	55.64370	64.16535	94.09926	71.29975	62.51856	31.26579	19.38486	31.27931	95.96251	86.14871	35.03111
2018-05-05 19:13:00	8630330696303481206	1.00000	12.43651	10.31501	7.62765	14.83941	10.24023	10.81498	9.98814	0.00520	31.93204	58.08998	35.79573	70.84717	56.74415	73.51978	90.81112	98.79322	52.17494	62.43480	31.17197	65.47336
2018-05-05 19:14:00	3590433799317662311	0.00000	10.54644	15.98633	13.76859	12.54441	14.83614	16.67557	6.80055	1.42743	48.60600	65.08966	41.41150	96.89639	43.79698	18.80978	37.53921	30.40222	4.24930	8.04066	75.98323	80.77465
2018-05-05 19:15:00	863033069630348826	1.00000	12.52648	13.46508	8.02949	11.99002	9.14198	9.13410	8.75900	0.11500	65.43269	62.07580	66.43077	37.17115	67.47274	11.12855	31.43920	97.77605	4.41749	94.66243	18.35247	93.84561
2018-05-05 19:16:00	863033069630348206	1.00000	8.98995	10.12512	8.71680	16.10963	7.23875	7.41553	9.39376	0.00423	26.22974	42.38140	63.04304	14.47419	48.06412	35.53132	99.66489	36.63120	30.26739	34.57420	17.72933	39.53872
2018-05-05 19:17:00	3590433799317662220	1.00000	11.21830	10.73955	11.76516	14.46305	5.25891	11.12684	7.27042	0.00778	37.75288	62.58105	56.73116	63.77575	65.21307	66.61781	32.08551	34.87881	53.36385	23.62557	30.64260	16.19268
2018-05-05 19:18:00	359043379931766007	0.00000	9.07257	12.61706	14.12574	14.01416	8.10105	11.91254	11.89902	0.04930	76.42170	22.76102	32.84715	17.90332	99.00298	15.65162	52.33520	40.81322	46.58881	6.50389	35.03040	27.55946
2018-05-05 19:19:00	863033069630348123	1.00000	13.34619	12.51355	13.13831	9.60810	10.80884	14.64771	7.41252	0.04478	48.46112	41.19317	55.30090	8.08529	36.14651	69.58483	97.21228	28.80151	35.83420	37.56388	11.49257	7.38356
2018-05-05 19:20:00	863033069630348131	1.00000	7.85588	11.88220	13.34723	11.91985	13.30337	8.57097	8.07176	0.02386	37.44772	80.03200	53.29249	88.46731	22.17511	58.30383	49.15023	88.88166	45.42583	32.76190	77.96522	46.59155
2018-05-05 19:21:00	863033069630348743	1.00000	13.50469	10.57624	11.20527	9.92377	8.06220	6.98531	6.65802	0.00659	41.03476	57.13471	70.40206	99.90418	96.49762	97.10453	12.93748	14.84309	20.51310	42.94228	99.27614	85.40317
